enemy_id,experiment_id,gen_id,gen_max,overall_max,mean,var,std
2,4,21,93.527,93.527,72.36463,1228.998284,35.057072
2,4,22,93.527,93.527,61.089563,1528.864233,39.100694
2,4,23,92.44704,93.527,66.536183,1291.953155,35.94375
2,4,24,92.527,93.527,68.081144,1330.13732,36.471048
2,4,25,92.572379,93.527,61.869148,1514.888718,38.921571
2,4,26,92.635214,93.527,60.026693,1623.354446,40.290873
2,4,27,92.927,93.527,64.965383,1397.752433,37.386527
2,4,28,92.927,93.527,61.384889,1518.310114,38.965499
2,4,29,92.927,93.527,55.418138,1749.455685,41.826495
2,4,30,92.927,93.527,63.937865,1314.929232,36.261953
2,4,31,92.927,93.527,64.921141,1394.441814,37.342226
2,4,32,92.927,93.527,70.488069,1285.870429,35.859036
2,4,33,93.527,93.527,63.36081,1589.041779,39.862787
2,4,34,93.127,93.527,62.682903,1486.642669,38.557005
2,4,35,93.127,93.527,61.521589,1474.418868,38.398162
2,4,36,93.127,93.527,72.532852,1145.636799,33.847257
2,4,37,93.127,93.527,68.793169,1379.892162,37.1469
2,4,38,92.927,93.527,67.869414,1407.556432,37.517415
2,4,39,92.927,93.527,59.900218,1631.169581,40.38774
2,4,40,92.927,93.527,61.163402,1530.952706,39.127391
2,4,41,93.527,93.527,67.612193,1253.040619,35.398314
2,4,42,93.527,93.527,67.144849,1464.053129,38.262947
2,4,43,92.500134,93.527,73.519274,994.649386,31.538062
2,4,44,92.500134,93.527,59.738098,1538.220186,39.22015
2,4,45,92.500134,93.527,69.993818,1257.319125,35.458696
2,4,46,92.53704,93.527,61.85638,1592.857081,39.910614
2,4,47,92.512404,93.527,62.195263,1520.756383,38.996877
2,4,48,92.512404,93.527,63.22707,1465.868809,38.286666
2,4,49,92.512404,93.527,61.497784,1452.928848,38.117304
2,4,50,92.512404,93.527,63.806724,1381.994691,37.175189
2,5,1,91.772379,91.772379,18.200334,964.531477,31.056907
2,5,2,92.372379,92.372379,33.768139,1325.320754,36.404955
2,5,3,92.750144,92.750144,47.394012,1427.225703,37.778641
2,5,4,92.750144,92.750144,51.231382,1305.055463,36.125551
2,5,5,92.750144,92.750144,58.103728,1388.420418,37.261514
2,5,6,93.527,93.527,61.968467,1392.358334,37.314318
2,5,7,93.527,93.527,62.539657,1083.559604,32.917467
2,5,8,93.527,93.527,62.923561,1343.451548,36.653125
2,5,9,92.372379,93.527,63.217408,1144.405295,33.82906
2,5,10,92.789365,93.527,71.773181,974.279588,31.213452
2,5,11,93.527,93.527,59.466421,1162.389301,34.093831
2,5,12,93.527,93.527,68.775269,987.749845,31.428488
2,5,13,92.390227,93.527,69.695494,1321.378926,36.350776
2,5,14,92.390227,93.527,66.758824,1388.680739,37.265007
2,5,15,92.390227,93.527,68.357006,1047.654179,32.367486
2,5,16,92.476888,93.527,65.454126,1001.133888,31.6407
2,5,17,92.754818,93.527,62.843227,979.095673,31.290505
2,5,18,92.521681,93.527,60.316489,1352.633853,36.778171
2,5,19,92.859392,93.527,62.535236,1392.345042,37.31414
2,5,20,92.859392,93.527,60.503354,1344.110234,36.662109
2,5,21,92.790673,93.527,63.50596,1333.95499,36.523349
2,5,22,92.881413,93.527,60.503879,1129.795443,33.61243
2,5,23,92.881413,93.527,67.466717,1112.320331,33.351467
2,5,24,93.129295,93.527,62.164851,1186.671977,34.448106
2,5,25,92.715631,93.527,58.593452,1225.387775,35.005539
2,5,26,92.715631,93.527,60.548582,1250.772725,35.366265
2,5,27,92.715631,93.527,63.557155,1005.589471,31.711031
2,5,28,92.715631,93.527,67.748783,1201.50203,34.662689
2,5,29,92.715631,93.527,61.613347,1376.84249,37.105828
2,5,30,93.259932,93.527,65.580006,1335.756893,36.548008
2,5,31,93.259932,93.527,59.727553,1376.843679,37.105844
2,5,32,93.259932,93.527,68.107976,1146.284088,33.856817
2,5,33,93.259932,93.527,63.4533,1219.004804,34.914249
2,5,34,92.877693,93.527,64.833708,1279.89577,35.775631
2,5,35,92.603193,93.527,64.934831,1232.545539,35.107628
2,5,36,92.603193,93.527,59.070538,1165.161838,34.134467
2,5,37,92.621036,93.527,61.342732,1013.152375,31.830055
2,5,38,92.621036,93.527,68.008402,1206.676239,34.737246
2,5,39,92.621036,93.527,66.884532,1396.811391,37.37394
2,5,40,92.621036,93.527,62.739332,1300.591699,36.063717
2,5,41,92.5911,93.527,63.186819,1397.191848,37.37903
2,5,42,92.5911,93.527,68.102654,1134.024782,33.675284
2,5,43,92.5911,93.527,60.533428,1238.947812,35.19869
2,5,44,92.906034,93.527,62.539675,1273.116002,35.680751
2,5,45,92.906034,93.527,64.862988,1247.728884,35.323206
2,5,46,92.950661,93.527,70.81186,1286.270916,35.864619
2,5,47,92.950661,93.527,58.109549,1277.422154,35.741043
2,5,48,92.950661,93.527,68.794877,1347.51364,36.708495
2,5,49,93.406768,93.527,62.70232,1207.12048,34.743639
2,5,50,93.439769,93.527,62.419492,1010.08066,31.781766
2,6,1,91.772379,91.772379,24.33084,1121.677756,33.491458
2,6,2,92.33704,92.33704,51.944641,1434.611908,37.876271
2,6,3,92.58272,92.58272,48.664797,1492.255215,38.629719
2,6,4,92.531096,92.58272,52.583892,1293.256397,35.961874
2,6,5,92.531096,92.58272,56.997033,1453.552854,38.125488
2,6,6,92.531096,92.58272,57.233099,1406.214441,37.499526
2,6,7,92.531096,92.58272,62.195166,1366.412171,36.965013
2,6,8,92.531096,92.58272,59.167221,1482.537457,38.503733
2,6,9,93.04704,93.04704,62.493164,1355.079142,36.8114
2,6,10,93.04704,93.04704,66.815137,1250.814691,35.366859
2,6,11,93.04704,93.04704,62.204142,1297.668991,36.023173
2,6,12,93.04704,93.04704,67.33857,1315.642789,36.271791
2,6,13,92.927,93.04704,63.011356,1482.526011,38.503584
2,6,14,93.527,93.527,65.077789,1384.897177,37.214207
2,6,15,93.527,93.527,61.951172,1584.329701,39.803639
2,6,16,92.368891,93.527,62.877938,1481.398145,38.488935
2,6,17,92.385064,93.527,66.488393,1285.054687,35.847659
2,6,18,92.518596,93.527,65.729333,1387.472666,37.248794
2,6,19,92.53704,93.527,66.695874,1290.635757,35.925419
2,6,20,92.53704,93.527,65.110813,1508.040012,38.833491
2,6,21,93.527,93.527,66.12392,1501.687031,38.751607
2,6,22,93.527,93.527,61.626236,1624.057324,40.299595
2,6,23,92.53704,93.527,69.23115,1307.034509,36.152932
2,6,24,93.727,93.727,64.125692,1575.271871,39.689695
2,6,25,93.727,93.727,67.974351,1443.428885,37.992485
2,6,26,93.727,93.727,65.659424,1358.302126,36.855151
2,6,27,93.727,93.727,51.652547,1543.147447,39.282915
2,6,28,93.327,93.727,67.943934,1181.095502,34.36707
2,6,29,93.327,93.727,63.424617,1524.127444,39.040075
2,6,30,93.727,93.727,55.438054,1688.204234,41.087763
2,6,31,93.727,93.727,65.156501,1425.472795,37.755434
2,6,32,92.24704,93.727,67.759232,1406.490879,37.503212
2,6,33,92.24704,93.727,69.829059,1378.171123,37.123727
2,6,34,92.327,93.727,61.900599,1506.959322,38.819574
2,6,35,92.494055,93.727,69.495823,1346.162543,36.690088
2,6,36,92.494055,93.727,69.021975,1349.146504,36.73073
2,6,37,92.494055,93.727,68.536863,1304.019251,36.111207
2,6,38,92.494055,93.727,68.31756,1502.175299,38.757906
2,6,39,93.327,93.727,67.47354,1450.313152,38.082977
2,6,40,93.327,93.727,69.205107,1363.44517,36.924858
2,6,41,93.127,93.727,66.397153,1473.252928,38.382977
2,6,42,92.527,93.727,79.434182,737.158525,27.150663
2,6,43,93.527,93.727,66.654777,1458.098463,38.185055
2,6,44,92.53704,93.727,66.017645,1355.294989,36.814331
2,6,45,92.53704,93.727,64.454158,1574.441842,39.679237
2,6,46,92.572379,93.727,71.537362,1131.467582,33.637295
2,6,47,92.53704,93.727,70.800411,1227.825701,35.040344
2,6,48,92.563558,93.727,69.307865,1254.347571,35.41677
2,6,49,93.127,93.727,62.431225,1577.038566,39.711945
2,6,50,93.127,93.727,71.740859,1271.097586,35.652456
2,7,1,91.772379,91.772379,22.370016,1144.186784,33.82583
2,7,2,92.776119,92.776119,40.293407,1466.525706,38.295244
2,7,3,92.172379,92.776119,46.918791,1546.038233,39.319693
2,7,4,92.44704,92.776119,64.30534,1188.850433,34.47971
2,7,5,92.500134,92.776119,59.315209,1399.439862,37.409088
2,7,6,92.500134,92.776119,65.249603,1342.627725,36.641885
2,7,7,93.727,93.727,65.125907,1457.56267,38.178039
2,7,8,92.73194,93.727,64.421474,1396.694194,37.372372
2,7,9,92.727,93.727,61.517678,1413.881865,37.601621
2,7,10,92.527,93.727,68.804287,1302.820227,36.094601
2,7,11,92.527,93.727,62.861764,1577.941444,39.723311
2,7,12,92.527,93.727,68.761029,1203.988571,34.698538
2,7,13,92.58272,93.727,69.941582,1241.982228,35.241768
2,7,14,92.58272,93.727,63.218949,1439.243928,37.937368
2,7,15,92.576119,93.727,60.855708,1619.639944,40.244751
2,7,16,92.512404,93.727,66.979592,1252.403286,35.38931
2,7,17,92.73194,93.727,61.115957,1525.125915,39.052861
2,7,18,93.727,93.727,69.310687,1349.708447,36.738378
2,7,19,93.727,93.727,69.975021,1259.51675,35.489671
2,7,20,93.727,93.727,67.828668,1282.090396,35.80629
2,7,21,93.727,93.727,63.190243,1545.384939,39.311384
2,7,22,92.927,93.727,72.087664,1094.788373,33.087586
2,7,23,92.927,93.727,67.087477,1399.427926,37.408928
2,7,24,93.13194,93.727,69.584111,1241.715016,35.237977
2,7,25,92.385064,93.727,72.673539,1116.140144,33.408684
2,7,26,92.500134,93.727,68.862608,1234.97782,35.142251
2,7,27,92.500134,93.727,63.619658,1537.684392,39.213319
2,7,28,92.53704,93.727,60.964984,1597.716194,39.971442
2,7,29,92.53704,93.727,65.581657,1483.778717,38.519848
2,7,30,92.53704,93.727,66.990069,1432.393189,37.846971
2,7,31,93.127,93.727,71.154505,1238.362199,35.190371
2,7,32,93.127,93.727,65.146564,1345.518147,36.681305
2,7,33,93.127,93.727,67.701842,1437.199714,37.910417
2,7,34,93.527,93.727,69.195512,1405.669789,37.492263
2,7,35,93.527,93.727,65.742997,1387.081056,37.243537
2,7,36,92.53704,93.727,65.726439,1478.986278,38.457591
2,7,37,93.700134,93.727,67.219165,1339.765996,36.602814
2,7,38,91.972379,93.727,62.59751,1503.470987,38.774618
2,7,39,92.24704,93.727,68.615811,1260.651245,35.505651
2,7,40,92.24704,93.727,61.281845,1599.118906,39.988985
2,7,41,93.327,93.727,61.559644,1472.414248,38.37205
2,7,42,93.327,93.727,69.177464,981.344025,31.326411
2,7,43,93.327,93.727,58.648457,1404.577294,37.477691
2,7,44,92.862462,93.727,59.377329,1574.550873,39.680611
2,7,45,92.862462,93.727,65.824314,1334.327054,36.528442
2,7,46,93.127,93.727,65.818245,1360.061833,36.879016
2,7,47,93.127,93.727,64.083806,1562.968134,39.534392
2,7,48,93.127,93.727,68.995361,1304.209478,36.113841
2,7,49,92.572379,93.727,65.521287,1609.460648,40.118084
2,7,50,92.572379,93.727,64.36999,1559.366817,39.488819
2,8,1,92.576119,92.576119,17.497181,851.035648,29.172515
2,8,2,92.531096,92.576119,33.802624,1068.243866,32.684
2,8,3,91.876036,92.576119,46.355299,1436.404411,37.899926
2,8,4,92.379644,92.576119,53.932255,1323.001522,36.373088
2,8,5,92.531096,92.576119,55.235908,1439.61439,37.942251
2,8,6,92.090612,92.576119,59.298873,1290.055197,35.917338
2,8,7,91.972379,92.576119,63.536837,1288.294104,35.892814
2,8,8,92.512404,92.576119,65.910847,1200.049186,34.641726
2,8,9,92.58272,92.58272,59.998619,1347.601134,36.709687
2,8,10,92.58272,92.58272,57.314288,1314.637869,36.257935
2,8,11,92.58272,92.58272,56.82533,1528.204107,39.092251
2,8,12,92.576119,92.58272,54.242587,1409.823419,37.547615
2,8,13,92.576119,92.58272,62.019597,1240.880125,35.226128
2,8,14,92.58272,92.58272,57.579064,1496.614366,38.6861
2,8,15,93.04704,93.04704,63.329921,1381.08988,37.163018
2,8,16,93.04704,93.04704,65.649468,1266.857006,35.592935
2,8,17,93.04704,93.04704,65.492888,1265.438185,35.572998
2,8,18,93.04704,93.04704,57.461014,1435.255004,37.88476
2,8,19,92.776119,93.04704,60.625324,1335.095593,36.53896
2,8,20,92.718596,93.04704,59.072509,1469.569024,38.334958
2,8,21,92.718596,93.04704,62.64688,1458.105804,38.185152
2,8,22,92.718596,93.04704,67.705463,1357.981106,36.850795
2,8,23,92.718596,93.04704,66.527524,1338.687044,36.588072
2,8,24,92.718596,93.04704,53.90948,1532.21169,39.143476
2,8,25,92.776119,93.04704,60.548422,1460.740284,38.219632
2,8,26,93.127,93.127,64.111278,1452.504715,38.11174
2,8,27,93.389365,93.389365,60.482237,1438.328252,37.925298
2,8,28,93.04704,93.389365,60.608663,1454.960361,38.143943
2,8,29,93.04704,93.389365,56.65905,1359.538477,36.87192
2,8,30,93.98272,93.98272,65.882442,1285.243866,35.850298
2,8,31,93.98272,93.98272,57.315879,1479.277947,38.461383
2,8,32,93.98272,93.98272,65.663912,1220.914513,34.941587
2,8,33,93.98272,93.98272,69.83273,1212.526981,34.821358
2,8,34,93.527,93.98272,61.133406,1402.600569,37.451309
2,8,35,93.527,93.98272,60.540065,1300.917016,36.068227
2,8,36,92.53194,93.98272,54.987744,1578.117589,39.725528
2,8,37,92.53194,93.98272,63.465213,1321.850137,36.357257
2,8,38,92.688012,93.98272,58.279133,1422.039924,37.709945
2,8,39,92.688012,93.98272,64.464014,1326.605992,36.422603
2,8,40,92.688012,93.98272,70.542234,1230.36736,35.076593
2,8,41,92.736168,93.98272,68.217231,1290.799777,35.927702
2,8,42,92.736168,93.98272,68.529919,1325.179098,36.403009
2,8,43,92.736168,93.98272,64.631957,1431.602158,37.836519
2,8,44,92.736168,93.98272,66.380289,1271.219083,35.654159
2,8,45,92.736168,93.98272,61.786195,1557.706329,39.467788
2,8,46,93.127,93.98272,63.268438,1440.433971,37.95305
2,8,47,93.127,93.98272,59.484365,1362.554821,36.9128
2,8,48,93.127,93.98272,61.874465,1306.062912,36.139492
2,8,49,93.127,93.98272,67.44048,1259.540683,35.490008
2,8,50,92.53704,93.98272,56.945542,1647.456979,40.588878
2,9,1,92.33704,92.33704,18.65161,887.649659,29.79345
2,9,2,93.527,93.527,37.615878,1512.065786,38.88529
2,9,3,93.527,93.527,49.863869,1388.053386,37.256588
2,9,4,92.58272,93.527,48.950313,1523.016729,39.025847
2,9,5,92.58272,93.527,57.208832,1379.050405,37.135568
2,9,6,92.718596,93.527,55.790188,1617.542409,40.218682
2,9,7,92.718596,93.527,62.172051,1282.455432,35.811387
2,9,8,92.53704,93.527,59.621487,1455.812094,38.155106
2,9,9,92.53704,93.527,68.999123,1273.281141,35.683065
2,9,10,92.93194,93.527,72.876833,928.178198,30.466017
2,9,11,92.93194,93.527,60.434235,1612.449447,40.155317
2,9,12,92.576119,93.527,61.119244,1436.650542,37.903173
2,9,13,92.53704,93.527,62.918388,1377.84168,37.11929
2,9,14,92.53704,93.527,75.746794,784.95456,28.017041
2,9,15,92.53704,93.527,66.37303,1335.176069,36.540061
2,9,16,92.73194,93.527,66.694026,1421.963168,37.708927
2,9,17,93.527,93.527,58.794113,1587.949124,39.849079
2,9,18,93.527,93.527,63.991238,1373.014798,37.054214
2,9,19,92.770654,93.527,61.858664,1300.84798,36.06727
2,9,20,92.33704,93.527,59.211459,1527.937065,39.088836
2,9,21,92.53704,93.527,70.193626,1049.481034,32.395695
2,9,22,92.13704,93.527,63.603002,1508.324147,38.837149
2,9,23,92.927,93.527,62.082791,1546.388428,39.324146
2,9,24,92.927,93.527,63.738631,1399.018214,37.403452
2,9,25,93.727,93.727,63.109537,1477.905073,38.443531
2,9,26,93.727,93.727,65.24032,1375.650441,37.089762
2,9,27,93.727,93.727,65.531856,1290.358248,35.921557
2,9,28,92.53704,93.727,61.804212,1556.49725,39.452468
2,9,29,91.772379,93.727,59.896848,1527.617316,39.084745
2,9,30,91.772379,93.727,67.543158,1291.500542,35.937453
2,9,31,91.84704,93.727,70.312099,1076.094871,32.803885
2,9,32,92.801503,93.727,64.557741,1573.04986,39.661693
2,9,33,92.801503,93.727,69.684875,1304.85746,36.122811
2,9,34,92.801503,93.727,64.720579,1557.732245,39.468117
2,9,35,92.727,93.727,60.198996,1722.88308,41.507627
2,9,36,92.53704,93.727,70.640673,1157.152881,34.01695
2,9,37,92.927,93.727,65.156597,1483.364738,38.514474
2,9,38,92.927,93.727,66.060822,1453.481702,38.124555
2,9,39,92.53704,93.727,71.421474,1201.180123,34.658046
2,9,40,92.372379,93.727,67.707021,1304.9883,36.124622
2,9,41,92.53704,93.727,66.047455,1374.800273,37.078299
2,9,42,92.53704,93.727,63.58401,1579.814376,39.746879
2,9,43,92.53704,93.727,59.561927,1677.759585,40.960464
2,9,44,92.93194,93.727,61.924752,1614.164196,40.176662
2,9,45,92.93194,93.727,67.474375,1463.88308,38.260725
2,9,46,92.93194,93.727,77.235832,1014.973751,31.858653
2,9,47,92.927,93.727,67.879715,1435.276958,37.885049
